time_in_US,yrimmig_est,constant,timeUS_adj,yrimm_adj,adjustment,adjustment_capped
25,1986,.64070064,.54290146,-.2745426,.90905952,.90905952
26,1986,.64070064,.5617075,-.2745426,.92786551,.92786551
27,1986,.64070064,.55467004,-.2745426,.9208281,.9208281
28,1986,.64070064,.54914731,-.2745426,.91530538,.91530538
29,1986,.64070064,.56268519,-.2745426,.92884326,.92884326
0,1987,.64070064,0,-.17863244,.4620682,.4620682
1,1987,.64070064,.37388834,-.17863244,.83595657,.83595657
2,1987,.64070064,.72646868,-.17863244,1.1885369,1
3,1987,.64070064,.61070395,-.17863244,1.0727721,1
4,1987,.64070064,.58673352,-.17863244,1.0488017,1
5,1987,.64070064,.55403966,-.17863244,1.0161078,1
6,1987,.64070064,.59103948,-.17863244,1.0531077,1
7,1987,.64070064,.59744465,-.17863244,1.0595129,1
8,1987,.64070064,.56513602,-.17863244,1.0272043,1
9,1987,.64070064,.61914712,-.17863244,1.0812154,1
10,1987,.64070064,.51983696,-.17863244,.98190516,.98190516
11,1987,.64070064,.64320952,-.17863244,1.1052778,1
12,1987,.64070064,.59495008,-.17863244,1.0570183,1
13,1987,.64070064,.58372527,-.17863244,1.0457935,1
14,1987,.64070064,.58822393,-.17863244,1.0502921,1
15,1987,.64070064,.56357592,-.17863244,1.0256441,1
16,1987,.64070064,.60242528,-.17863244,1.0644934,1
17,1987,.64070064,.58379775,-.17863244,1.045866,1
18,1987,.64070064,.56637985,-.17863244,1.0284481,1
19,1987,.64070064,.61414611,-.17863244,1.0762143,1
20,1987,.64070064,.52070755,-.17863244,.98277575,.98277575
21,1987,.64070064,.63150889,-.17863244,1.0935771,1
22,1987,.64070064,.58436596,-.17863244,1.0464342,1
23,1987,.64070064,.5662691,-.17863244,1.0283372,1
24,1987,.64070064,.57828248,-.17863244,1.0403507,1
25,1987,.64070064,.54290146,-.17863244,1.0049696,1
26,1987,.64070064,.5617075,-.17863244,1.0237757,1
27,1987,.64070064,.55467004,-.17863244,1.0167382,1
28,1987,.64070064,.54914731,-.17863244,1.0112154,1
29,1987,.64070064,.56268519,-.17863244,1.0247533,1
0,1988,.64070064,0,-.11098701,.52971363,.52971363
1,1988,.64070064,.37388834,-.11098701,.903602,.903602
2,1988,.64070064,.72646868,-.11098701,1.2561823,1
3,1988,.64070064,.61070395,-.11098701,1.1404176,1
4,1988,.64070064,.58673352,-.11098701,1.1164472,1
5,1988,.64070064,.55403966,-.11098701,1.0837533,1
6,1988,.64070064,.59103948,-.11098701,1.120753,1
7,1988,.64070064,.59744465,-.11098701,1.1271583,1
8,1988,.64070064,.56513602,-.11098701,1.0948496,1
9,1988,.64070064,.61914712,-.11098701,1.1488607,1
10,1988,.64070064,.51983696,-.11098701,1.0495505,1
11,1988,.64070064,.64320952,-.11098701,1.1729231,1
12,1988,.64070064,.59495008,-.11098701,1.1246637,1
13,1988,.64070064,.58372527,-.11098701,1.1134388,1
14,1988,.64070064,.58822393,-.11098701,1.1179376,1
15,1988,.64070064,.56357592,-.11098701,1.0932896,1
16,1988,.64070064,.60242528,-.11098701,1.132139,1
17,1988,.64070064,.58379775,-.11098701,1.1135113,1
18,1988,.64070064,.56637985,-.11098701,1.0960934,1
19,1988,.64070064,.61414611,-.11098701,1.1438597,1
20,1988,.64070064,.52070755,-.11098701,1.0504212,1
21,1988,.64070064,.63150889,-.11098701,1.1612225,1
22,1988,.64070064,.58436596,-.11098701,1.1140796,1
23,1988,.64070064,.5662691,-.11098701,1.0959828,1
24,1988,.64070064,.57828248,-.11098701,1.1079961,1
25,1988,.64070064,.54290146,-.11098701,1.0726151,1
26,1988,.64070064,.5617075,-.11098701,1.0914211,1
27,1988,.64070064,.55467004,-.11098701,1.0843837,1
28,1988,.64070064,.54914731,-.11098701,1.078861,1
29,1988,.64070064,.56268519,-.11098701,1.0923989,1
0,1989,.64070064,0,-.3437593,.29694134,.29694134
1,1989,.64070064,.37388834,-.3437593,.67082965,.67082965
2,1989,.64070064,.72646868,-.3437593,1.0234101,1
3,1989,.64070064,.61070395,-.3437593,.90764529,.90764529
4,1989,.64070064,.58673352,-.3437593,.88367486,.88367486
5,1989,.64070064,.55403966,-.3437593,.850981,.850981
6,1989,.64070064,.59103948,-.3437593,.88798082,.88798082
7,1989,.64070064,.59744465,-.3437593,.89438599,.89438599
8,1989,.64070064,.56513602,-.3437593,.86207736,.86207736
9,1989,.64070064,.61914712,-.3437593,.91608846,.91608846
10,1989,.64070064,.51983696,-.3437593,.8167783,.8167783
11,1989,.64070064,.64320952,-.3437593,.94015086,.94015086
12,1989,.64070064,.59495008,-.3437593,.89189142,.89189142
13,1989,.64070064,.58372527,-.3437593,.88066661,.88066661
14,1989,.64070064,.58822393,-.3437593,.88516527,.88516527
15,1989,.64070064,.56357592,-.3437593,.86051726,.86051726
16,1989,.64070064,.60242528,-.3437593,.89936662,.89936662
17,1989,.64070064,.58379775,-.3437593,.88073909,.88073909
18,1989,.64070064,.56637985,-.3437593,.86332119,.86332119
19,1989,.64070064,.61414611,-.3437593,.91108745,.91108745
20,1989,.64070064,.52070755,-.3437593,.81764889,.81764889
21,1989,.64070064,.63150889,-.3437593,.92845023,.92845023
22,1989,.64070064,.58436596,-.3437593,.8813073,.8813073
23,1989,.64070064,.5662691,-.3437593,.86321044,.86321044
24,1989,.64070064,.57828248,-.3437593,.87522382,.87522382
25,1989,.64070064,.54290146,-.3437593,.8398428,.8398428
26,1989,.64070064,.5617075,-.3437593,.85864884,.85864884
27,1989,.64070064,.55467004,-.3437593,.85161138,.85161138
28,1989,.64070064,.54914731,-.3437593,.84608865,.84608865
29,1989,.64070064,.56268519,-.3437593,.85962653,.85962653
0,1990,.64070064,0,-.34686607,.29383457,.29383457
1,1990,.64070064,.37388834,-.34686607,.66772294,.66772294
2,1990,.64070064,.72646868,-.34686607,1.0203032,1
3,1990,.64070064,.61070395,-.34686607,.90453851,.90453851
4,1990,.64070064,.58673352,-.34686607,.88056809,.88056809
5,1990,.64070064,.55403966,-.34686607,.84787422,.84787422
6,1990,.64070064,.59103948,-.34686607,.88487405,.88487405
7,1990,.64070064,.59744465,-.34686607,.89127922,.89127922
8,1990,.64070064,.56513602,-.34686607,.85897058,.85897058
9,1990,.64070064,.61914712,-.34686607,.91298169,.91298169
10,1990,.64070064,.51983696,-.34686607,.81367153,.81367153
11,1990,.64070064,.64320952,-.34686607,.93704408,.93704408
12,1990,.64070064,.59495008,-.34686607,.88878465,.88878465
13,1990,.64070064,.58372527,-.34686607,.87755984,.87755984
14,1990,.64070064,.58822393,-.34686607,.8820585,.8820585
15,1990,.64070064,.56357592,-.34686607,.85741049,.85741049
16,1990,.64070064,.60242528,-.34686607,.89625984,.89625984
17,1990,.64070064,.58379775,-.34686607,.87763232,.87763232
18,1990,.64070064,.56637985,-.34686607,.86021441,.86021441
19,1990,.64070064,.61414611,-.34686607,.90798068,.90798068
20,1990,.64070064,.52070755,-.34686607,.81454211,.81454211
21,1990,.64070064,.63150889,-.34686607,.92534345,.92534345
22,1990,.64070064,.58436596,-.34686607,.87820053,.87820053
23,1990,.64070064,.5662691,-.34686607,.86010367,.86010367
24,1990,.64070064,.57828248,-.34686607,.87211704,.87211704
25,1990,.64070064,.54290146,-.34686607,.83673602,.83673602
26,1990,.64070064,.5617075,-.34686607,.85554206,.85554206
27,1990,.64070064,.55467004,-.34686607,.8485046,.8485046
28,1990,.64070064,.54914731,-.34686607,.84298187,.84298187
29,1990,.64070064,.56268519,-.34686607,.85651976,.85651976
0,1991,.64070064,0,-.012043364,.62865728,.62865728
1,1991,.64070064,.37388834,-.012043364,1.0025456,1
2,1991,.64070064,.72646868,-.012043364,1.3551259,1
3,1991,.64070064,.61070395,-.012043364,1.2393612,1
4,1991,.64070064,.58673352,-.012043364,1.2153908,1
5,1991,.64070064,.55403966,-.012043364,1.1826969,1
6,1991,.64070064,.59103948,-.012043364,1.2196968,1
7,1991,.64070064,.59744465,-.012043364,1.2261019,1
8,1991,.64070064,.56513602,-.012043364,1.1937933,1
9,1991,.64070064,.61914712,-.012043364,1.2478044,1
10,1991,.64070064,.51983696,-.012043364,1.1484942,1
11,1991,.64070064,.64320952,-.012043364,1.2718668,1
12,1991,.64070064,.59495008,-.012043364,1.2236073,1
13,1991,.64070064,.58372527,-.012043364,1.2123826,1
14,1991,.64070064,.58822393,-.012043364,1.2168812,1
15,1991,.64070064,.56357592,-.012043364,1.1922332,1
16,1991,.64070064,.60242528,-.012043364,1.2310826,1
17,1991,.64070064,.58379775,-.012043364,1.212455,1
18,1991,.64070064,.56637985,-.012043364,1.1950371,1
19,1991,.64070064,.61414611,-.012043364,1.2428033,1
20,1991,.64070064,.52070755,-.012043364,1.1493648,1
21,1991,.64070064,.63150889,-.012043364,1.2601662,1
22,1991,.64070064,.58436596,-.012043364,1.2130232,1
23,1991,.64070064,.5662691,-.012043364,1.1949264,1
24,1991,.64070064,.57828248,-.012043364,1.2069397,1
25,1991,.64070064,.54290146,-.012043364,1.1715587,1
26,1991,.64070064,.5617075,-.012043364,1.1903647,1
27,1991,.64070064,.55467004,-.012043364,1.1833273,1
28,1991,.64070064,.54914731,-.012043364,1.1778046,1
29,1991,.64070064,.56268519,-.012043364,1.1913425,1
0,1992,.64070064,0,-.28849402,.35220662,.35220662
1,1992,.64070064,.37388834,-.28849402,.72609496,.72609496
2,1992,.64070064,.72646868,-.28849402,1.0786753,1
3,1992,.64070064,.61070395,-.28849402,.96291053,.96291053
4,1992,.64070064,.58673352,-.28849402,.93894017,.93894017
5,1992,.64070064,.55403966,-.28849402,.9062463,.9062463
6,1992,.64070064,.59103948,-.28849402,.94324613,.94324613
7,1992,.64070064,.59744465,-.28849402,.94965124,.94965124
8,1992,.64070064,.56513602,-.28849402,.91734266,.91734266
9,1992,.64070064,.61914712,-.28849402,.97135377,.97135377
10,1992,.64070064,.51983696,-.28849402,.87204361,.87204361
11,1992,.64070064,.64320952,-.28849402,.99541616,.99541616
12,1992,.64070064,.59495008,-.28849402,.94715667,.94715667
13,1992,.64070064,.58372527,-.28849402,.93593192,.93593192
14,1992,.64070064,.58822393,-.28849402,.94043052,.94043052
15,1992,.64070064,.56357592,-.28849402,.91578257,.91578257
16,1992,.64070064,.60242528,-.28849402,.95463192,.95463192
17,1992,.64070064,.58379775,-.28849402,.9360044,.9360044
18,1992,.64070064,.56637985,-.28849402,.91858649,.91858649
19,1992,.64070064,.61414611,-.28849402,.9663527,.9663527
20,1992,.64070064,.52070755,-.28849402,.8729142,.8729142
21,1992,.64070064,.63150889,-.28849402,.98371553,.98371553
22,1992,.64070064,.58436596,-.28849402,.93657255,.93657255
23,1992,.64070064,.5662691,-.28849402,.91847575,.91847575
24,1992,.64070064,.57828248,-.28849402,.93048906,.93048906
25,1992,.64070064,.54290146,-.28849402,.8951081,.8951081
26,1992,.64070064,.5617075,-.28849402,.91391408,.91391408
27,1992,.64070064,.55467004,-.28849402,.90687668,.90687668
28,1992,.64070064,.54914731,-.28849402,.90135396,.90135396
29,1992,.64070064,.56268519,-.28849402,.91489184,.91489184
0,1993,.64070064,0,-.21072659,.42997405,.42997405
1,1993,.64070064,.37388834,-.21072659,.80386239,.80386239
2,1993,.64070064,.72646868,-.21072659,1.1564428,1
3,1993,.64070064,.61070395,-.21072659,1.040678,1
4,1993,.64070064,.58673352,-.21072659,1.0167075,1
5,1993,.64070064,.55403966,-.21072659,.98401368,.98401368
6,1993,.64070064,.59103948,-.21072659,1.0210135,1
7,1993,.64070064,.59744465,-.21072659,1.0274187,1
8,1993,.64070064,.56513602,-.21072659,.99511003,.99511003
9,1993,.64070064,.61914712,-.21072659,1.0491211,1
10,1993,.64070064,.51983696,-.21072659,.94981098,.94981098
11,1993,.64070064,.64320952,-.21072659,1.0731835,1
12,1993,.64070064,.59495008,-.21072659,1.0249242,1
13,1993,.64070064,.58372527,-.21072659,1.0136993,1
14,1993,.64070064,.58822393,-.21072659,1.018198,1
15,1993,.64070064,.56357592,-.21072659,.99354994,.99354994
16,1993,.64070064,.60242528,-.21072659,1.0323993,1
17,1993,.64070064,.58379775,-.21072659,1.0137718,1
18,1993,.64070064,.56637985,-.21072659,.99635386,.99635386
19,1993,.64070064,.61414611,-.21072659,1.0441202,1
20,1993,.64070064,.52070755,-.21072659,.95068157,.95068157
21,1993,.64070064,.63150889,-.21072659,1.0614829,1
22,1993,.64070064,.58436596,-.21072659,1.01434,1
23,1993,.64070064,.5662691,-.21072659,.99624312,.99624312
24,1993,.64070064,.57828248,-.21072659,1.0082566,1
25,1993,.64070064,.54290146,-.21072659,.97287548,.97287548
26,1993,.64070064,.5617075,-.21072659,.99168158,.99168158
27,1993,.64070064,.55467004,-.21072659,.98464406,.98464406
28,1993,.64070064,.54914731,-.21072659,.97912133,.97912133
29,1993,.64070064,.56268519,-.21072659,.99265921,.99265921
0,1994,.64070064,0,-.10082401,.53987664,.53987664
1,1994,.64070064,.37388834,-.10082401,.91376495,.91376495
2,1994,.64070064,.72646868,-.10082401,1.2663453,1
3,1994,.64070064,.61070395,-.10082401,1.1505805,1
4,1994,.64070064,.58673352,-.10082401,1.1266102,1
5,1994,.64070064,.55403966,-.10082401,1.0939163,1
6,1994,.64070064,.59103948,-.10082401,1.1309161,1
7,1994,.64070064,.59744465,-.10082401,1.1373212,1
8,1994,.64070064,.56513602,-.10082401,1.1050127,1
9,1994,.64070064,.61914712,-.10082401,1.1590238,1
10,1994,.64070064,.51983696,-.10082401,1.0597136,1
11,1994,.64070064,.64320952,-.10082401,1.1830862,1
12,1994,.64070064,.59495008,-.10082401,1.1348267,1
13,1994,.64070064,.58372527,-.10082401,1.1236019,1
14,1994,.64070064,.58822393,-.10082401,1.1281005,1
15,1994,.64070064,.56357592,-.10082401,1.1034526,1
16,1994,.64070064,.60242528,-.10082401,1.1423019,1
17,1994,.64070064,.58379775,-.10082401,1.1236744,1
18,1994,.64070064,.56637985,-.10082401,1.1062565,1
19,1994,.64070064,.61414611,-.10082401,1.1540227,1
20,1994,.64070064,.52070755,-.10082401,1.0605842,1
21,1994,.64070064,.63150889,-.10082401,1.1713855,1
22,1994,.64070064,.58436596,-.10082401,1.1242425,1
23,1994,.64070064,.5662691,-.10082401,1.1061457,1
24,1994,.64070064,.57828248,-.10082401,1.1181591,1
25,1994,.64070064,.54290146,-.10082401,1.0827781,1
26,1994,.64070064,.5617075,-.10082401,1.1015841,1
27,1994,.64070064,.55467004,-.10082401,1.0945467,1
28,1994,.64070064,.54914731,-.10082401,1.0890239,1
29,1994,.64070064,.56268519,-.10082401,1.1025618,1
0,1995,.64070064,0,-.27702901,.36367163,.36367163
